Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
568,Francisco Conceição,pt POR,"MF,FW",Juventus,it Serie A,22.0,2002,31,27,2078,23.1,3,5,8,3,0,0,3,0,0.35,73,23,31.5,3.16,1.00,0.04,0.13,0,0,92,26,7,40,3,0,0,32,0,,,,,,,,,,,,,,
569,Christian Conteh,de GER,"MF,FW",Heidenheim,de Bundesliga,25.0,1999,9,4,404,4.5,0,0,0,0,0,0,0,0,0.00,3,0,0.0,0.67,0.00,0.00,,0,0,10,1,1,3,0,0,0,4,0,,,,,,,,,,,,,,
570,Sirlord Conteh,de GER,"MF,FW",Heidenheim,de Bundesliga,29.0,1996,15,3,625,6.9,2,1,3,2,0,0,1,0,0.43,10,3,30.0,1.44,0.43,0.20,0.67,0,0,17,7,4,10,1,0,0,7,0,,,,,,,,,,,,,,
571,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,29.0,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,,0,0,0,1,,0,0,0,0
572,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,28.0,1997,18,8,874,9.7,0,1,1,0,0,0,1,1,0.10,3,0,0.0,0.31,0.00,0.00,,0,0,44,17,21,5,1,1,0,8,0,,,,,,,,,,,,,,
573,Copete,es ESP,DF,Valencia,es La Liga,25.0,1999,21,19,1759,19.5,0,0,0,0,0,0,5,0,0.00,13,0,0.0,0.67,0.00,0.00,,0,0,4,15,25,11,5,0,0,20,1,,,,,,,,,,,,,,
574,Diego Coppola,it ITA,DF,Paris FC,fr Ligue 1,21.0,2003,13,13,1170,13.0,0,2,2,0,0,0,1,0,0.15,5,3,60.0,0.38,0.23,0.00,0.00,0,0,0,9,7,3,1,0,0,6,0,,,,,,,,,,,,,,
575,Diego Coppola,it ITA,DF,Brighton,eng Premier League,21.0,2003,5,2,194,2.2,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,2,1,0,2,0,0,4,0,,,,,,,,,,,,,,
576,Francesco Coppola,it ITA,DF,Pisa,it Serie A,20.0,2005,7,5,458,5.1,0,0,0,0,0,0,3,0,0.00,2,0,0.0,0.39,0.00,0.00,,0,0,2,5,5,8,3,0,0,7,0,,,,,,,,,,,,,,
577,Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,34.0,1991,16,8,655,7.3,0,1,1,0,0,0,2,0,0.14,6,1,16.7,0.82,0.14,0.00,0.00,0,0,1,13,5,7,2,0,0,15,0,,,,,,,,,,,,,,
578,Derek Cornelius,ca CAN,"DF,FW",Marseille,fr Ligue 1,27.0,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,
579,Maxwel Cornet,ci CIV,MF,Genoa,it Serie A,28.0,1996,8,1,118,1.3,0,0,0,0,0,1,0,0,0.00,4,2,50.0,3.05,1.53,0.00,0.00,0,1,13,4,0,1,0,0,0,6,0,,,,,,,,,,,,,,
580,Iván Corralejo,es ESP,MF,Real Betis,es La Liga,18.0,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
581,Félix Correia,pt POR,MF,Lille,fr Ligue 1,24.0,2001,34,26,2053,22.8,4,5,9,4,0,0,2,0,0.39,37,8,21.6,1.62,0.35,0.11,0.50,0,0,84,13,21,28,2,0,0,14,0,,,,,,,,,,,,,,
582,Thierry Correia,pt POR,"DF,MF",Valencia,es La Liga,26.0,1999,24,17,1392,15.5,0,2,2,0,0,0,5,0,0.13,5,1,20.0,0.32,0.06,0.00,0.00,0,0,42,22,18,25,5,0,0,28,0,,,,,,,,,,,,,,
583,Alvaro Cortes,es ESP,DF,Barcelona,es La Liga,20.0,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,
584,Paco Cortés,es ESP,"MF,FW",Levante,es La Liga,17.0,2007,12,4,472,5.2,0,0,0,0,0,0,2,0,0.00,12,4,33.3,2.29,0.76,0.00,0.00,0,0,20,1,2,6,2,0,0,6,0,,,,,,,,,,,,,,
585,Edoardo Corvi,it ITA,GK,Parma,it Serie A,24.0,2001,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,5,1,0,0,0,0,18,1.06,60,44,75.0,8,4,5,7,41.2,3,3,0,0
586,Coba da Costa,es ESP,MF,Getafe,es La Liga,23.0,2002,14,2,348,3.9,0,0,0,0,0,0,1,0,0.00,5,1,20.0,1.29,0.26,0.00,0.00,0,0,23,6,0,6,1,0,0,7,0,,,,,,,,,,,,,,
587,Danny da Costa,de GER,"DF,MF",Mainz 05,de Bundesliga,32.0,1993,34,30,2695,29.9,2,3,5,2,0,0,3,0,0.17,14,5,35.7,0.47,0.17,0.14,0.40,0,0,48,27,29,24,3,0,0,22,1,,,,,,,,,,,,,,
588,Logan Costa,cv CPV,DF,Villarreal,es La Liga,24.0,2001,2,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
589,Samu Costa,pt POR,MF,Mallorca,es La Liga,24.0,2000,34,31,2697,30.0,7,2,9,7,0,0,11,0,0.30,39,16,41.0,1.30,0.53,0.18,0.44,0,0,30,37,26,68,11,0,0,64,0,,,,,,,,,,,,,,
590,David Costas,es ESP,DF,Oviedo,es La Liga,30.0,1995,25,22,2066,23.0,1,0,1,1,0,0,3,0,0.04,5,1,20.0,0.22,0.04,0.20,1.00,0,0,1,22,27,10,3,0,0,16,0,,,,,,,,,,,,,,
591,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26.0,1999,25,24,2192,24.4,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,8,2,0,0,1,0,40,1.64,112,76,67.0,9,5,10,6,25.0,4,3,1,0
592,Vladimír Coufal,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,32.0,1992,34,34,3012,33.5,1,8,9,1,0,0,4,0,0.27,26,6,23.1,0.78,0.18,0.04,0.17,0,0,209,35,39,42,4,0,0,32,0,,,,,,,,,,,,,,
593,Abdoul Coulibaly,de GER,DF,Werder Bremen,de Bundesliga,18.0,2007,27,24,2120,23.6,1,0,1,1,0,0,5,1,0.04,6,1,16.7,0.25,0.04,0.17,1.00,0,0,13,14,24,9,5,1,1,18,1,,,,,,,,,,,,,,
594,Djibril Coulibaly,fr FRA,MF,Nice,fr Ligue 1,16.0,2008,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,
595,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,29.0,1996,33,31,2689,29.9,3,1,4,3,0,0,4,0,0.13,28,8,28.6,0.94,0.27,0.11,0.38,0,0,18,28,9,52,4,0,0,34,0,,,,,,,,,,,,,,
596,Lasso Coulibaly,ci CIV,MF,Auxerre,fr Ligue 1,22.0,2002,17,1,321,3.6,0,0,0,0,0,0,1,0,0.00,3,0,0.0,0.84,0.00,0.00,,0,0,18,5,6,11,1,0,0,10,0,,,,,,,,,,,,,,
597,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,21.0,2004,25,15,1381,15.3,3,3,6,3,0,0,7,1,0.39,13,5,38.5,0.85,0.33,0.23,0.60,0,0,15,21,21,16,7,1,0,31,0,,,,,,,,,,,,,,
598,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,21.0,2003,16,15,1338,14.9,0,0,0,0,0,0,3,0,0.00,6,2,33.3,0.40,0.13,0.00,0.00,0,0,1,12,13,20,3,0,0,26,1,,,,,,,,,,,,,,
599,Woyo Coulibaly,ml MLI,DF,Sassuolo,it Serie A,26.0,1999,20,9,1054,11.7,0,0,0,0,0,0,2,0,0.00,6,1,16.7,0.51,0.09,0.00,0.00,0,0,10,14,10,12,2,0,0,15,0,,,,,,,,,,,,,,
600,Marius Courcoul,fr FRA,MF,Angers,fr Ligue 1,18.0,2007,18,3,374,4.2,0,0,0,0,0,0,0,0,0.00,2,1,50.0,0.48,0.24,0.00,0.00,0,0,0,9,3,3,0,0,0,6,0,,,,,,,,,,,,,,
601,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,33.0,1992,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,0,2,1,0,0,1,0,28,0.87,94,70,74.5,24,3,5,13,40.6,4,4,0,0
602,Yan Couto,br BRA,MF,Dortmund,de Bundesliga,23.0,2002,19,11,997,11.1,2,2,4,2,0,0,4,0,0.36,9,4,44.4,0.81,0.36,0.22,0.50,0,0,54,15,9,13,4,0,0,17,0,,,,,,,,,,,,,,
603,Patrice Čović,hr CRO,MF,Werder Bremen,de Bundesliga,18.0,2007,15,2,351,3.9,1,0,1,1,0,0,1,0,0.26,5,2,40.0,1.28,0.51,0.20,0.50,0,0,7,6,4,2,1,0,0,6,0,,,,,,,,,,,,,,
604,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26.0,1999,30,26,2391,26.6,0,1,1,0,0,0,2,0,0.04,11,3,27.3,0.41,0.11,0.00,0.00,0,0,22,27,22,32,2,0,0,24,0,,,,,,,,,,,,,,
605,Ben Cremaschi,us USA,MF,Parma,it Serie A,20.0,2005,8,2,132,1.5,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.68,0.00,0.00,,0,0,6,1,0,0,0,0,0,2,0,,,,,,,,,,,,,,
606,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,22.0,2002,29,28,2533,28.1,3,2,5,3,0,0,8,0,0.18,38,12,31.6,1.35,0.43,0.08,0.25,0,0,2,14,30,15,8,0,0,31,0,,,,,,,,,,,,,,
607,Bryan Cristante,it ITA,MF,Roma,it Serie A,30.0,1995,37,36,3094,34.4,2,1,3,2,0,0,6,0,0.09,44,8,18.2,1.28,0.23,0.05,0.25,0,0,19,43,28,9,6,0,0,63,0,,,,,,,,,,,,,,
608,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,33.0,1992,15,7,649,7.2,0,0,0,0,0,0,2,0,0.00,1,0,0.0,0.14,0.00,0.00,,0,0,5,3,4,2,2,0,0,4,0,,,,,,,,,,,,,,
609,Juan Cuadrado,co COL,MF,Pisa,it Serie A,37.0,1988,19,2,506,5.6,1,0,1,0,1,1,3,0,0.00,10,2,20.0,1.78,0.36,0.00,0.00,1,1,45,10,5,16,3,0,0,9,0,,,,,,,,,,,,,,
610,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18.0,2007,31,31,2703,30.0,1,0,1,1,0,0,3,0,0.03,10,2,20.0,0.33,0.07,0.10,0.50,0,0,0,28,30,9,3,0,0,25,0,,,,,,,,,,,,,,
611,Miguel Cubo,es ESP,FW,Atlético Madrid,es La Liga,17.0,2008,2,0,50,0.6,1,0,1,1,0,0,0,0,1.80,3,2,66.7,5.40,3.60,0.33,0.50,0,0,0,2,0,3,0,0,0,1,0,,,,,,,,,,,,,,
612,Cucho,co COL,FW,Real Betis,es La Liga,26.0,1999,32,30,2580,28.7,11,3,14,10,1,1,5,0,0.45,89,27,30.3,3.10,0.94,0.11,0.37,1,1,23,16,11,38,5,0,0,22,0,,,,,,,,,,,,,,
613,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,27.0,1998,34,31,2707,30.1,1,4,5,1,0,0,8,1,0.17,20,6,30.0,0.66,0.20,0.05,0.17,0,0,41,40,28,29,8,1,0,45,0,,,,,,,,,,,,,,
614,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,25.0,1999,15,11,938,10.4,0,0,0,0,0,0,6,0,0.00,1,0,0.0,0.10,0.00,0.00,,0,0,2,10,15,1,6,0,0,10,0,,,,,,,,,,,,,,
615,Montrell Culbreath,de GER,"MF,DF",Leverkusen,de Bundesliga,17.0,2007,12,9,736,8.2,1,0,1,1,0,0,0,0,0.12,8,2,25.0,0.98,0.24,0.13,0.50,0,0,24,16,8,11,0,0,0,5,0,,,,,,,,,,,,,,
616,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,29.0,1996,18,18,1514,16.8,2,2,4,2,0,0,2,0,0.24,11,6,54.5,0.65,0.36,0.18,0.33,0,0,12,19,24,18,2,0,0,16,1,,,,,,,,,,,,,,
617,Pablo Cuñat,es ESP,GK,Levante,es La Liga,23.0,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,5,2.50,16,11,68.8,0,0,2,0,0.0,0,0,0,0
618,Jair Cunha,br BRA,DF,Nottingham Forest,eng Premier League,20.0,2005,9,6,517,5.7,0,0,0,0,0,0,0,0,0.00,3,1,33.3,0.52,0.17,0.00,0.00,0,0,2,5,5,6,0,0,0,0,0,,,,,,,,,,,,,,
619,Matheus Cunha,br BRA,"MF,FW",Manchester Utd,eng Premier League,26.0,1999,33,29,2494,27.7,10,2,12,10,0,0,4,0,0.43,90,35,38.9,3.25,1.26,0.11,0.29,0,0,49,23,21,54,4,0,0,28,0,,,,,,,,,,,,,,
620,Patrick Cutrone,it ITA,FW,Parma,it Serie A,27.0,1998,15,11,888,9.9,1,0,1,1,0,0,0,0,0.10,25,7,28.0,2.53,0.71,0.04,0.14,0,0,12,1,3,16,0,0,0,7,0,,,,,,,,,,,,,,
621,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,24.0,2001,36,31,2739,30.4,6,4,10,2,4,4,4,0,0.20,42,16,38.1,1.38,0.53,0.05,0.13,4,4,99,33,18,19,4,0,0,34,0,,,,,,,,,,,,,,
622,Adam Daghim,dk DEN,"MF,FW",Wolfsburg,de Bundesliga,19.0,2005,27,12,1364,15.2,2,3,5,2,0,0,3,0,0.33,27,9,33.3,1.78,0.59,0.07,0.22,0,0,20,20,11,23,3,0,0,18,0,,,,,,,,,,,,,,
623,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27.0,1998,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.03,0.00,0.00,,0,0,0,0,0,9,1,0,0,0,0,61,1.79,159,105,65.4,12,7,15,5,14.7,7,6,1,0
624,Mahmoud Dahoud,de GER,"MF,FW",Eintracht Frankfurt,de Bundesliga,29.0,1996,15,8,716,8.0,2,3,5,2,0,0,0,0,0.63,17,2,11.8,2.14,0.25,0.12,1.00,0,0,8,8,10,2,0,0,0,16,0,,,,,,,,,,,,,,
625,David Daiber,pt POR,FW,Bayern Munich,de Bundesliga,18.0,2007,2,0,29,0.3,0,0,0,0,0,0,0,0,0.00,1,0,0.0,3.10,0.00,0.00,,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
626,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23.0,2002,8,3,380,4.2,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.24,0.00,0.00,,0,0,0,3,5,0,1,0,0,1,0,,,,,,,,,,,,,,
627,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,24.0,2000,23,9,811,9.0,2,2,4,2,0,0,2,0,0.44,24,5,20.8,2.66,0.55,0.08,0.40,0,0,5,4,1,9,2,0,0,20,0,,,,,,,,,,,,,,
628,Diogo Dalot,pt POR,"DF,MF",Manchester Utd,eng Premier League,26.0,1999,34,29,2614,29.0,1,3,4,1,0,0,5,0,0.14,24,6,25.0,0.83,0.21,0.04,0.17,0,0,57,30,26,14,5,0,0,25,0,,,,,,,,,,,,,,
629,Muhammed Damar,de GER,"MF,FW",Hoffenheim,de Bundesliga,21.0,2004,15,2,277,3.1,0,0,0,0,0,0,0,0,0.00,12,8,66.7,3.90,2.60,0.00,0.00,0,0,33,3,1,2,0,0,0,4,0,,,,,,,,,,,,,,
630,Damián,es ESP,MF,Getafe,es La Liga,22.0,2003,3,2,151,1.7,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,4,3,0,0,0,0,4,0,,,,,,,,,,,,,,
631,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,25.0,2000,33,24,2054,22.8,4,4,8,4,0,0,0,0,0.35,29,11,37.9,1.27,0.48,0.14,0.36,0,0,95,34,24,23,0,0,0,18,0,,,,,,,,,,,,,,
632,Arnaut Danjuma,nl NED,"MF,FW",Valencia,es La Liga,28.0,1997,30,18,1628,18.1,3,2,5,3,0,1,0,0,0.28,36,14,38.9,1.99,0.77,0.08,0.21,0,1,49,10,2,22,0,0,0,21,0,,,,,,,,,,,,,,
633,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,21.0,2004,33,32,2830,31.4,3,1,4,3,0,0,3,0,0.13,25,8,32.0,0.80,0.25,0.12,0.38,0,0,130,48,38,26,3,0,0,33,0,,,,,,,,,,,,,,
634,Kevin Danso,at AUT,DF,Tottenham Hotspur,eng Premier League,26.0,1998,24,17,1494,16.6,0,0,0,0,0,0,8,0,0.00,11,2,18.2,0.66,0.12,0.00,0.00,0,0,7,13,25,13,8,0,0,21,0,,,,,,,,,,,,,,
635,Dante,br BRA,DF,Nice,fr Ligue 1,41.0,1983,12,9,849,9.4,0,1,1,0,0,0,1,0,0.11,7,1,14.3,0.74,0.11,0.00,0.00,0,0,0,5,11,4,1,0,0,9,0,,,,,,,,,,,,,,
636,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,19.0,2006,1,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,
637,Aiman Dardari,lu LUX,MF,Augsburg,de Bundesliga,20.0,2005,3,0,34,0.4,0,0,0,0,0,0,1,0,0.00,1,0,0.0,2.65,0.00,0.00,,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,
638,Sergi Darder,es ESP,MF,Mallorca,es La Liga,31.0,1993,38,30,2680,29.8,1,5,6,1,0,0,3,0,0.20,36,13,36.1,1.21,0.44,0.03,0.08,0,0,165,13,23,29,3,0,0,21,0,,,,,,,,,,,,,,
639,Karl Darlow,wls WAL,GK,Leeds United,eng Premier League,34.0,1990,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,7,1,0,0,0,0,27,1.23,88,63,71.6,7,8,7,5,22.7,2,2,0,0
640,Matteo Darmian,it ITA,"MF,DF",Inter,it Serie A,35.0,1989,6,2,248,2.8,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,5,3,1,2,0,0,0,4,0,,,,,,,,,,,,,,
641,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,26.0,1998,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,1,0,0.0,30.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
642,David Datro Fofana,ci CIV,FW,Strasbourg,fr Ligue 1,22.0,2002,5,3,171,1.9,0,0,0,0,0,0,0,0,0.00,3,1,33.3,1.58,0.53,0.00,0.00,0,0,0,1,1,1,0,0,0,3,0,,,,,,,,,,,,,,
643,Juan David Cabal,co COL,MF,Juventus,it Serie A,24.0,2001,12,2,296,3.3,2,0,2,2,0,0,1,0,0.61,5,2,40.0,1.52,0.61,0.40,1.00,0,0,4,5,4,1,1,0,0,4,0,,,,,,,,,,,,,,
644,Jonathan David,ca CAN,FW,Juventus,it Serie A,25.0,2000,35,20,1781,19.8,6,4,10,6,0,1,0,0,0.51,41,16,39.0,2.07,0.81,0.15,0.38,0,1,8,10,6,26,0,0,0,30,0,,,,,,,,,,,,,,
645,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,24.0,2000,13,6,525,5.8,1,3,4,1,0,0,1,0,0.69,4,1,25.0,0.69,0.17,0.25,1.00,0,0,6,6,3,5,1,0,0,2,0,,,,,,,,,,,,,,
646,Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,32.0,1993,3,2,137,1.5,1,0,1,1,0,0,1,0,0.66,2,2,100.0,1.31,1.31,0.50,0.50,0,0,3,4,1,0,1,0,0,2,0,,,,,,,,,,,,,,
647,Davinchi,es ESP,DF,Getafe,es La Liga,17.0,2007,14,7,700,7.8,0,0,0,0,0,0,2,0,0.00,4,2,50.0,0.51,0.26,0.00,0.00,0,0,20,17,7,2,2,0,0,27,0,,,,,,,,,,,,,,
648,Keinan Davis,eng ENG,FW,Udinese,it Serie A,27.0,1998,30,27,2065,22.9,10,4,14,6,4,4,5,0,0.44,50,25,50.0,2.18,1.09,0.12,0.24,4,4,5,5,1,47,5,0,0,41,0,,,,,,,,,,,,,,
649,Kevin De Bruyne,be BEL,MF,Napoli,it Serie A,34.0,1991,18,13,1165,12.9,5,2,7,2,3,3,1,0,0.31,27,11,40.7,2.09,0.85,0.07,0.18,3,3,58,8,5,6,1,0,0,8,0,,,,,,,,,,,,,,
650,Mathys De Carvalho,fr FRA,MF,Lyon,fr Ligue 1,20.0,2005,11,3,295,3.3,0,0,0,0,0,0,1,0,0.00,7,2,28.6,2.14,0.61,0.00,0.00,0,0,2,6,4,5,1,0,0,2,0,,,,,,,,,,,,,,
651,Maxim De Cuyper,be BEL,"DF,MF",Brighton,eng Premier League,24.0,2000,30,17,1415,15.7,2,3,5,2,0,0,2,0,0.32,13,6,46.2,0.83,0.38,0.15,0.33,0,0,77,10,11,21,2,0,0,18,0,,,,,,,,,,,,,,
652,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,24.0,2001,31,26,2177,24.2,3,5,8,3,0,0,4,0,0.33,46,16,34.8,1.90,0.66,0.07,0.19,0,0,46,15,5,36,4,0,0,23,0,,,,,,,,,,,,,,
653,Jeffrey De Lange,nl NED,GK,Marseille,fr Ligue 1,27.0,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,11,2.20,24,13,54.2,3,0,2,1,20.0,0,0,0,0
654,Manuel De Luca,it ITA,FW,Cremonese,it Serie A,27.0,1998,2,0,16,0.2,1,0,1,0,1,1,0,0,0.00,2,2,100.0,11.25,11.25,0.00,0.00,1,1,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,
655,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,24.0,2001,8,5,598,6.6,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,9,1.35,22,15,63.6,1,1,3,1,20.0,2,1,1,0
656,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,37.0,1988,12,6,491,5.5,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,7,1,7,3,2,0,0,9,0,,,,,,,,,,,,,,
657,Thibault De Smet,be BEL,DF,Paris FC,fr Ligue 1,27.0,1998,17,13,1144,12.7,0,1,1,0,0,0,6,2,0.08,4,0,0.0,0.31,0.00,0.00,,0,0,26,11,10,13,6,2,2,11,0,,,,,,,,,,,,,,
658,Koni De Winter,be BEL,DF,Milan,it Serie A,23.0,2002,26,19,1800,20.0,1,1,2,1,0,0,1,0,0.10,7,1,14.3,0.35,0.05,0.14,1.00,0,0,5,19,13,8,1,0,0,27,0,,,,,,,,,,,,,,
659,Alessandro Deiola,it ITA,"MF,DF",Cagliari,it Serie A,29.0,1995,20,17,1430,15.9,0,2,2,0,0,0,3,0,0.13,22,7,31.8,1.38,0.44,0.00,0.00,0,0,2,20,13,11,3,0,0,22,0,,,,,,,,,,,,,,
660,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,29.0,1996,32,32,2625,29.2,9,3,12,3,6,8,2,1,0.21,33,13,39.4,1.13,0.45,0.09,0.23,6,8,198,36,28,43,2,1,0,28,0,,,,,,,,,,,,,,
661,Thomas Delaine,fr FRA,"MF,DF",Le Havre,fr Ligue 1,33.0,1992,5,2,201,2.2,0,0,0,0,0,0,1,0,0.00,3,0,0.0,1.34,0.00,0.00,,0,0,18,0,3,1,1,0,0,2,0,,,,,,,,,,,,,,
662,Liam Delap,eng ENG,FW,Chelsea,eng Premier League,22.0,2003,28,12,1107,12.3,1,0,1,1,0,0,4,0,0.08,36,11,30.6,2.93,0.89,0.03,0.09,0,0,6,3,1,19,4,0,0,25,0,,,,,,,,,,,,,,
663,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,it Serie A,24.0,2001,24,11,1187,13.2,1,0,1,1,0,0,0,0,0.08,9,2,22.2,0.68,0.15,0.11,0.50,0,0,10,15,4,3,0,0,0,8,0,,,,,,,,,,,,,,
664,Enrico Delprato,it ITA,"DF,MF",Parma,it Serie A,25.0,1999,35,34,2951,32.8,2,0,2,2,0,0,5,0,0.06,18,9,50.0,0.55,0.27,0.11,0.22,0,0,19,21,24,10,5,0,0,16,0,,,,,,,,,,,,,,
665,Olivier Deman,be BEL,"DF,MF",Werder Bremen,de Bundesliga,25.0,2000,16,14,1254,13.9,1,2,3,1,0,0,3,0,0.22,10,3,30.0,0.72,0.22,0.10,0.33,0,0,63,26,10,12,3,0,0,19,0,,,,,,,,,,,,,,
666,Pape Demba Diop,sn SEN,MF,Toulouse,fr Ligue 1,21.0,2003,16,14,1271,14.1,1,2,3,1,0,0,2,0,0.21,29,11,37.9,2.05,0.78,0.03,0.09,0,0,15,20,31,17,2,0,0,15,0,,,,,,,,,,,,,,
667,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21.0,2004,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,1,0,0.0,4.29,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
668,Ousmane Dembélé,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,28.0,1997,22,11,1063,11.8,10,7,17,8,2,3,0,0,1.27,45,18,40.0,3.81,1.52,0.18,0.44,2,3,49,3,0,4,0,0,0,3,0,,,,,,,,,,,,,,
669,Jessy Deminguet,fr FRA,MF,Metz,fr Ligue 1,27.0,1998,31,25,1995,22.2,2,0,2,2,0,0,4,0,0.09,17,7,41.2,0.77,0.32,0.12,0.29,0,0,19,21,22,32,4,0,0,28,0,,,,,,,,,,,,,,
670,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,27.0,1998,25,17,1497,16.6,12,3,15,11,1,1,5,0,0.84,41,22,53.7,2.46,1.32,0.27,0.50,1,1,1,10,2,26,5,0,0,37,0,,,,,,,,,,,,,,
671,Rav van den Berg,nl NED,DF,Köln,de Bundesliga,21.0,2004,14,12,1131,12.6,0,1,1,0,0,0,0,1,0.08,1,0,0.0,0.08,0.00,0.00,,0,0,1,8,14,3,0,1,0,10,0,,,,,,,,,,,,,,
672,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23.0,2001,32,30,2763,30.7,0,2,2,0,0,0,2,0,0.07,23,7,30.4,0.75,0.23,0.00,0.00,0,0,0,9,26,11,2,0,0,15,0,,,,,,,,,,,,,,
